Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,External_Id,geographic_location_(countryand/orsea;region),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,Sample_Name,Sequencing_method,SRA Study,Submitter_Id
ERR527079,WGS,200,8114239800,PRJEB6337,SAMEA2581909,5978350509,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492282,SAMEA2581909,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475139,SAMEA2581909,HD-33_Run1,Illumina hiseq 2000,ERP005860,HD-33_Run1
ERR527080,WGS,200,3592430200,PRJEB6337,SAMEA2581910,2655096397,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,s3,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492283,SAMEA2581910,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475140,SAMEA2581910,HD-34_Run1,Illumina hiseq 2000,ERP005860,HD-34_Run1
ERR527081,WGS,200,5235689000,PRJEB6337,SAMEA2581911,3745175346,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492284,SAMEA2581911,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475141,SAMEA2581911,HD-35_Run1,Illumina hiseq 2000,ERP005860,HD-35_Run1
ERR527082,WGS,200,3073881800,PRJEB6337,SAMEA2581912,2152990901,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492285,SAMEA2581912,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475142,SAMEA2581912,HD-36_Run5,Illumina hiseq 2000,ERP005860,HD-36_Run5
ERR527083,WGS,200,1575989200,PRJEB6337,SAMEA2581913,1158305426,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492286,SAMEA2581913,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475143,SAMEA2581913,HD-37_Run3,Illumina hiseq 2000,ERP005860,HD-37_Run3
ERR527084,WGS,200,3942784200,PRJEB6337,SAMEA2581914,2877399661,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492287,SAMEA2581914,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:15Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475144,SAMEA2581914,HD-37_Run5,Illumina hiseq 2000,ERP005860,HD-37_Run5
ERR527085,WGS,200,2533102000,PRJEB6337,SAMEA2581915,1873678010,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492288,SAMEA2581915,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475145,SAMEA2581915,HD-38_Run5,Illumina hiseq 2000,ERP005860,HD-38_Run5
ERR527086,WGS,200,998369000,PRJEB6337,SAMEA2581916,705967998,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492289,SAMEA2581916,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475146,SAMEA2581916,HD-39_Run3,Illumina hiseq 2000,ERP005860,HD-39_Run3
ERR527087,WGS,200,2917543200,PRJEB6337,SAMEA2581917,2110479152,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492290,SAMEA2581917,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475147,SAMEA2581917,HD-39_Run4,Illumina hiseq 2000,ERP005860,HD-39_Run4
ERR527088,WGS,200,5162999000,PRJEB6337,SAMEA2581918,3747511251,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492291,SAMEA2581918,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475148,SAMEA2581918,HD-4_Run1,Illumina hiseq 2000,ERP005860,HD-4_Run1
ERR527089,WGS,200,7145027400,PRJEB6337,SAMEA2581919,5070191189,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492292,SAMEA2581919,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475149,SAMEA2581919,HD-40_Run3,Illumina hiseq 2000,ERP005860,HD-40_Run3
ERR527090,WGS,200,4359104000,PRJEB6337,SAMEA2581920,3084112326,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492293,SAMEA2581920,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475150,SAMEA2581920,HD-41_Run3,Illumina hiseq 2000,ERP005860,HD-41_Run3
ERR527091,WGS,200,4197888200,PRJEB6337,SAMEA2581921,2973395065,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,gs,ena","gs.US,s3.us-east-1,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492294,SAMEA2581921,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475151,SAMEA2581921,HD-42_Run3,Illumina hiseq 2000,ERP005860,HD-42_Run3
ERR527092,WGS,200,1190452400,PRJEB6337,SAMEA2581922,825785199,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492295,SAMEA2581922,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475152,SAMEA2581922,HD-43_Run3,Illumina hiseq 2000,ERP005860,HD-43_Run3
ERR527093,WGS,200,3906946200,PRJEB6337,SAMEA2581923,2735060577,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492296,SAMEA2581923,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475153,SAMEA2581923,HD-43_Run5,Illumina hiseq 2000,ERP005860,HD-43_Run5
ERR527094,WGS,200,1772908800,PRJEB6337,SAMEA2581924,1234008245,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,s3,gs","s3.us-east-1,gs.US,ena",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492297,SAMEA2581924,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475154,SAMEA2581924,HD-44_Run3,Illumina hiseq 2000,ERP005860,HD-44_Run3
ERR527095,WGS,200,1623502600,PRJEB6337,SAMEA2581925,1133809934,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492298,SAMEA2581925,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475155,SAMEA2581925,HD-44_Run5,Illumina hiseq 2000,ERP005860,HD-44_Run5
ERR527096,WGS,200,2142780000,PRJEB6337,SAMEA2581926,1479527113,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","s3,ena,gs","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492299,SAMEA2581926,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475156,SAMEA2581926,HD-45_Run3,Illumina hiseq 2000,ERP005860,HD-45_Run3
ERR527097,WGS,200,1820412600,PRJEB6337,SAMEA2581927,1257066808,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492300,SAMEA2581927,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475157,SAMEA2581927,HD-45_Run5,Illumina hiseq 2000,ERP005860,HD-45_Run5
ERR527098,WGS,200,2966077400,PRJEB6337,SAMEA2581928,2076349833,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,gs.US,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492301,SAMEA2581928,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:17Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475158,SAMEA2581928,HD-46_Run3,Illumina hiseq 2000,ERP005860,HD-46_Run3
ERR527099,WGS,200,813980200,PRJEB6337,SAMEA2581929,592374443,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,ena,gs","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492302,SAMEA2581929,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475159,SAMEA2581929,HD-47_Run3,Illumina hiseq 2000,ERP005860,HD-47_Run3
ERR527100,WGS,200,3491660800,PRJEB6337,SAMEA2581930,2307399580,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492303,SAMEA2581930,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475160,SAMEA2581930,HD-47_Run4,Illumina hiseq 2000,ERP005860,HD-47_Run4
ERR527101,WGS,200,5341108400,PRJEB6337,SAMEA2581931,3881019070,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,s3,gs","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492304,SAMEA2581931,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475161,SAMEA2581931,HD-48_Run3,Illumina hiseq 2000,ERP005860,HD-48_Run3
ERR527102,WGS,200,111716200,PRJEB6337,SAMEA2581932,81391088,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,ena,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492305,SAMEA2581932,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475162,SAMEA2581932,HD-49_Run3,Illumina hiseq 2000,ERP005860,HD-49_Run3
ERR527103,WGS,200,6404355000,PRJEB6337,SAMEA2581933,4192368844,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492306,SAMEA2581933,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475163,SAMEA2581933,HD-49_Run5,Illumina hiseq 2000,ERP005860,HD-49_Run5
ERR527104,WGS,200,3165825800,PRJEB6337,SAMEA2581934,2289466989,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","ena,gs,s3","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492307,SAMEA2581934,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475164,SAMEA2581934,HD-5_Run1,Illumina hiseq 2000,ERP005860,HD-5_Run1
ERR527105,WGS,200,6503459200,PRJEB6337,SAMEA2581935,4573110516,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"fastq,sra","gs,ena,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492308,SAMEA2581935,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:13Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475165,SAMEA2581935,HD-50_Run5,Illumina hiseq 2000,ERP005860,HD-50_Run5
ERR527106,WGS,200,3855109400,PRJEB6337,SAMEA2581936,2804022858,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","s3,gs,ena","ena,s3.us-east-1,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492309,SAMEA2581936,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475166,SAMEA2581936,HD-51_Run3,Illumina hiseq 2000,ERP005860,HD-51_Run3
ERR527107,WGS,200,11087187200,PRJEB6337,SAMEA2581937,8012407993,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","s3.us-east-1,ena,gs.US",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492310,SAMEA2581937,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:14Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475167,SAMEA2581937,HD-52_Run3,Illumina hiseq 2000,ERP005860,HD-52_Run3
ERR527108,WGS,200,7273403000,PRJEB6337,SAMEA2581938,5260960162,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492311,SAMEA2581938,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475168,SAMEA2581938,HD-53_Run3,Illumina hiseq 2000,ERP005860,HD-53_Run3
ERR527109,WGS,200,653907400,PRJEB6337,SAMEA2581939,463240146,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","gs,ena,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492312,SAMEA2581939,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475169,SAMEA2581939,HD-54_Run4,Illumina hiseq 2000,ERP005860,HD-54_Run4
ERR527110,WGS,200,3280589600,PRJEB6337,SAMEA2581940,2390967645,"ZHEJIANG UNIVERSITY, HANGZHOU, P. R. CHINA",2011,public,"sra,fastq","ena,gs,s3","gs.US,ena,s3.us-east-1",2014-06-13,2014-06-13,2018-11-16,2016-10-21,Human gut stool,Human gut stool,Human gut stool,ERX492313,SAMEA2581940,China,30,120,human-gut,"ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA","ZHEJIANG UNIVERSITY\, HANGZHOU\, P. R. CHINA",2014-06-13T17:04:20Z,2016-10-21T09:36:16Z,public,Illumina HiSeq 2000,metagenome,unspecified,PAIRED,size fractionation,METAGENOMIC,metagenome,ILLUMINA,MGWAS_LC,2014-06-14T00:00:00Z,ERS475170,SAMEA2581940,HD-54_Run6,Illumina hiseq 2000,ERP005860,HD-54_Run6
